image_path,obb_xyxyxyxy,obb_x,obb_y,obb_w,obb_h,obb_r,confidence
4014983_2814518_4016263_2815798.jpg,"[[593.8055419921875, 421.9791564941406], [635.2572021484375, 432.0704040527344], [645.6849365234375, 389.2366638183594], [604.2332763671875, 379.1454162597656]]",619.7452392578125,405.60791015625,44.084739685058594,42.662288665771484,1.8095970153808594,0.49232640862464905
4032718_3067133_4033998_3068413.jpg,"[[380.5725402832031, 350.0866394042969], [404.8028869628906, 352.9971618652344], [409.9488220214844, 310.1570739746094], [385.7184753417969, 307.2465515136719]]",395.26068115234375,330.1218566894531,43.148048400878906,24.404529571533203,1.6903432607650757,0.6727118492126465
4033042_2920118_4034322_2921398.jpg,"[[194.647705078125, 387.5664978027344], [220.49847412109375, 460.8843688964844], [301.2732849121094, 432.4043884277344], [275.4225158691406, 359.0865173339844]]",247.9604949951172,409.9854431152344,85.64857482910156,77.7417221069336,2.802617073059082,0.35864078998565674
4037112_3238281_4038392_3239561.jpg,"[[311.09124755859375, 316.3562316894531], [346.4354248046875, 323.0492858886719], [353.61669921875, 285.1269836425781], [318.27252197265625, 278.4339294433594]]",332.3539733886719,300.7416076660156,38.59623336791992,35.97230911254883,1.7579481601715088,0.7656006813049316
4038668_2931238_4039948_2932518.jpg,"[[582.5587768554688, 310.0426025390625], [627.8775024414062, 323.8406982421875], [641.8711547851562, 277.87982177734375], [596.5524291992188, 264.08172607421875]]",612.2149658203125,293.9612121582031,48.043968200683594,47.37272262573242,1.866347312927246,0.4468265771865845
4039051_2921877_4040331_2923157.jpg,"[[138.613525390625, 442.2920227050781], [143.8779296875, 422.1535339355469], [121.9044189453125, 416.4094543457031], [116.6400146484375, 436.5479431152344]]",130.25897216796875,429.3507385253906,22.71188735961914,20.81519317626953,0.25568887591362,0.6116968989372253
4040461_2945242_4041741_2946522.jpg,"[[318.1188049316406, 456.3692626953125], [323.0192565917969, 423.77935791015625], [284.8499450683594, 418.03997802734375], [279.9494934082031, 450.6298828125]]",301.484375,437.2046203613281,38.598419189453125,32.95624923706055,0.14924882352352142,0.7457667589187622
4041327_3221419_4042607_3222699.jpg,"[[190.19642639160156, 326.486328125], [207.6714324951172, 287.09246826171875], [159.2088165283203, 265.5946044921875], [141.7338104248047, 304.98846435546875]]",174.70262145996094,296.04046630859375,53.01680374145508,43.09587097167969,0.4175160825252533,0.5650236010551453
4042293_3224257_4043573_3225537.jpg,"[[359.26605224609375, 243.1795196533203], [368.1285400390625, 208.21644592285156], [330.61553955078125, 198.70762634277344], [321.7530517578125, 233.6707000732422]]",344.9407958984375,220.94357299804688,38.699363708496094,36.068809509277344,0.24825182557106018,0.9111892580986023
4043247_3230105_4044527_3231385.jpg,"[[281.2192077636719, 631.5818481445312], [323.6803283691406, 643.6798706054688], [335.9941101074219, 600.4613647460938], [293.5329895019531, 588.3633422851562]]",308.6066589355469,616.0216064453125,44.938499450683594,44.1510009765625,1.8483610153198242,0.7075639367103577
